Date,Username,User tag,Content,Mentions,Reply to
"2025-10-09,18:32:24",_kambot,#0,"— Вероника Штольц —

Зайдя за угол, девушка огляделась, а после услышала слова <@&1410774078138093699> и вскипела:

— Вы... нет, ТЫ ВООБЩЕ ИДИОТ?  Ладно, я, я уже адаптировалась к этой ХУЙНЕ, но у них же вообще мозги девственные, они НИХЕРА не знают! И за такие словчеки ""о другом мире"" нас просто казнят, убьют, сожгут или еще чего! Неужели это настолько для тебя не очевидно?

После этого девушка услышала <@&1413870499649290270> :

— Да, ты чертовски права! ОНИ АХУЕ-... кхм простите. Обалдеют от такого. Было бы славно, если бы ты спрятала крылья.. а нимб... ооох... тяжело.... надо что то придумать.. и боюсь ОЧЕНЬ высокая шляпа тут не поможет...

Девушка была входила в ступор.",biokoff,1425842146518368349
"2025-10-09,18:42:09",samin__,#0,"— Сорналиэль Алэтос —

Сорналиэль дослушал тираду до конца, а после приблизился к <@&1417618850572140726> буквально в плотную и давяще сказал:

— Следи за своим языком. Если он тебе не нужен, я с радостью его заберу...

После сказанного, Алэтос сделал шаг назад и продолжил всё также раздосадовано, но не столь яростно:

— Я не виноват что люди одинаково ничтожны во всех мирах... видимо не только фактом существования, но и своим мышлением... ммм...

Сказанное натолкнуло мужчину на мысль:

— Ты! Знаешь примерную культуру этого мира? Значит должна знать как объяснить её ""особенность"". Неужто у вас в мирах не было чего-то похожего. Скажи что она подражает кому-то. Люди глупы и бездарны, готовые поверить чему угодно...",_kambot,1425868509879210165
"2025-10-09,19:05:24",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка задумалась над словами <@&1417618850572140726> , а после показала пальцем на её тень, говоря:
|-----------------------------------------------------------------------------|

—Я могу спрятаться в твоей тени. И проблем с маскировкой не будет.

/После она выслушала <@&1410774078138093699> и встала возле них, огорождая их маленькое расстояние рукой, говоря:/
-Нам не следует сейчас идти на конфликт. Каждый тут не по своей воли и если лишиться хоть одного члена нашей ""команды"" мы можем и вовсе не выбраться. Сэр Алэтос, я думаю вы можете пойти на сей раз на уступки, ведь у неё преимущество в информации, коей мы не обладаем.

|-----------------------------------------------------------------------------|",_kambot,1425868509879210165
"2025-10-10,00:31:57",_kambot,#0,"— Вероника Штольц —

Женщина уже замахнулась ладонью по лицу <@&1410774078138093699> из за его тупоголовости. Однако рука <@&1413870499649290270> остановила ее. Вероника вся кипела от злости, которая была вызвана столь идиотским собеседником.. казалось бы, аристократ но.. ладно. проехали. Женщина тяжело дышала, продолжая кипеть и в этом состоянии начала говорить весьма нервным голосом:

— Кхм... если ты можешь прятаться это... кхм.. отлично. 

Женщина сделала паузу и снова посмотрела на <@&1410774078138093699> :

— люди ГЛУПЫ? И ЭТО МНЕ СЕЙЧАС БЛЯТЬ ГОВОРИТ ЧЕЛО-.. ПРОСТИТЕ ВАШЕ ВЕЛИЧЕСТВО, СУЩНОСТЬ, КОТОРАЯ НЕ ПОНИМАТЕ, ЧТО КРЫЛЬЯ И НИМБ ЭТО НЕ НОРМА!

От ярости, женщина ударила деревянную стенку забора, что была в переулке, отчего та разломалась в щепки.",biokoff,1425876815099990047
"2025-10-10,01:11:50",samin__,#0,"— Сорналиэль Алэтос —

Сорна устроило это развитие событий, от чего он слегка улыбнулся и уже совсем спокойно сказал:

— Верно, я человек по рождению, от чего знаю на сколько ничтожны люди. Низменны, неразумны и... излишне вспыльчивы. Ты тому отличный пример. Только кровью и потом человек может стать чем-то большим. В данном мире я не претендую на то что прав, нет, отнюдь. Бразды переданы тебе, а я просто предлагаю, так как от тебя полезных мыслей пока что нет

— Так что позволю себе вопрос. Сказал ли я что-то, из-за чего стояло так реагировать. Я лично тебя как-то задел? Всё началось с простого вопроса, на который ты ответила агрессией. Ещё раз вижу что люди крайне нестабильные существа...

После сказанного, Алэтос наклонил голову смотря на <@&1417618850572140726> и сказал крайне язвительно:

— Так что кончай ломать строения и перенимай бразды правления. Что для начала нам сделать, где взять информацию и вообще... с чего начать?",_kambot,1425958993469243494
"2025-10-10,13:20:58",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Понимая, что они тут могут поругаться пока она не покроет свои недостатки, та все же расставив руки в стороны, а после резко скрестив стала проводить ими по своему телу, меняя свой наряд и скрывая нимб с Крыльями. После чего все также стоя посередине их дополнила:
|-----------------------------------------------------------------------------|

—У нас общая цель, выбраться. Наше различия в мировоззрении и стратегии могут сыграть снами злую шутку, если мы не будем действовать вместе. Да и когда ещё нам удастся побывать в общине людей? В последний раз это было несколько веков назад... Ох, звучит интригующе!

|-----------------------------------------------------------------------------|",samin__,1425969030405296148
"2025-10-10,14:56:44",_kambot,#0,"— Вероника Штольц —

Еще некоторое время побесившись, женщина успокоилась и остыла. Она с удивлением, но в то же время и с радостью посмотрела на перевоплащение <@&1413870499649290270> и сказала:

— Оу.. это замечательно! Только.. мне кажется повязку на глазах стоит снять.. а то как на казнь ведут.. 

После этого девушка обернулась уже на <@&1410774078138093699> и передразнила его кривлянием лица. А после сказала в похожей манере:

— Чтож, отлично. Теперь я командую, по этому во первых ты не задаешь идиотских вопросов и просто слушаешь, ничего не говоря.

Вероника ухмыльнулась и продолжила:

— Кхм.. ладно.. если серьезно.. теперь нужно найти подходчщую одежду мне. Я тоже через мерно выделяюсь.. и... стоп...

Женщина выпучила глаза, как будто что то осознала:

— Аа... я.. боже мой... я тут кое что поняла... я...я разговаривала с неким ""дворянином"" как только появилась в особняке... он сказал, что у него там.19 век и все дела... а этот город.. ОЧЕНЬ похож именно на эту эпоху...


Девушка поправила волосы и неуверенно сказала:

— Кажется... мы в его мире... наверное..",biokoff,1426152522678140958
"2025-10-10,15:09:47",samin__,#0,"— Сорналиэль Алэтос —

Алэтос хмыкнул, но всё также продолжил:

— Я тоже встречался с этим ""Дворянином"". Выделяющаяся фигура. Однако... хм... одежда значит? С госпожой Мивой вопрос решён за исключением повязки, я вроде как вписываюсь в данное общество за исключением глаз, а ты...

Мужчина медленно провёл взглядом по телу <@&1417618850572140726> , а после сказал:

— Есть идеи где найти достойную одежду?

У Сорна были свои планы по этому поводу, однако он крайне не хотел использовать ману. Последнее столкновение с <@&1413870499649290270> показала ему, что жить без маны невозможно, а значит нельзя использовать её без резкой необходимости. Ещё нужно держать в голове что без маны выбраться будет невозможно. Нужно понять как ""коллабс"" повлиял на этот мир. Быть может люди изменились? Или что вообще может произойти с мирами?",_kambot,1426176625996857426
"2025-10-10,16:32:16",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка кивнула собираясь снять повязку, но резко остановилась. Она будто взвешивала в голове все за и против, после чего все же оставила её на месте, отступая от людей говоря:
|-----------------------------------------------------------------------------|

—К сожалению я думаю я не достойна пока лицезреть мир своими глазами, пока моя воля не будет исполнена. Считайте это моя ноша... Можете притвориться, что я слепая, разве в этом есть проблемы?

-А по поводу мисс <@&1417618850572140726> , быть может мы могли бы найти одежду у местных? Мы же с господином <@&1410774078138093699> не выделяемся и можем поговорить с людьми.

|-----------------------------------------------------------------------------|",samin__,1426179907284762675
"2025-10-10,23:47:47",_kambot,#0,"— Вероника Штольц —

Женщина немного подумала и что то да придумала... она хищно ухмыльнулась и тихо но с игривостью сказала <@&1413870499649290270> и <@&1410774078138093699> :

— Есть у меня идея по поводу одежды... хых...хехех...пхех...

 Девушка засунула руку под лифчик и достала между грудью маленький ножичек. Она приподнесла его к себе и осмотрела, а потом окинула взглядом <@&1413870499649290270> и <@&1410774078138093699> со словами:

— Думаю никто не обидеться если мы позаимствуем у кого то одежду...",,
"2025-10-11,01:03:30",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка с осуждением посмотрела на <@&1417618850572140726> , после чего показательно показала палец девушки, начиная махать его влево вправо и приговаривая:
|-----------------------------------------------------------------------------|

—Так поступать с совершенно невинными людьми не стоит. Все же мы тут больше как наблюдатели, нежели жители этого мира. Я против лишнего насилия без нужды, это привлечет к нам внимание, а с ним у нас пропадет свобода. Я считаю уж лучше мы тогда так будем ходить, чем идти на грех без нужды.

|-----------------------------------------------------------------------------|",_kambot,1426310268488781956
"2025-10-11,10:10:21",samin__,#0,"— Сорналиэль Алэтос —

В момент когда Вероника показала **фокус** , мужчина слегка удивился, но поняв что та затеяла лишь слегка улыбнулся

Когда же <@&1413870499649290270> задвинула свою линию, глаза императора слегка сверкнули. На его лице определенно читалось предвкушение:

— Отнюдь. Мы совсем ничего не знаем об этом мире. Думаю девушка знает что делает. Для людей насилие в порядке вещей, так от чего ""наблюдателям"" вроде нас с тобой вмешиваться в это?",_kambot,1426310268488781956
"2025-10-12,01:50:38",_kambot,#0,"— Вероника Штольц —

Женщина закатила глаза на слова <@&1413870499649290270> и ответила:

— Никто не увидит наших деяний, обещаю тебе, а одежда крайне не помешала бы. У меня... кхм... есть в этом опыт. 

После этого женщина посмотрела на <@&1410774078138093699> после его слов и слегка улыбнулась:

— Кхм, аллилуя, правильно мыслишь..ну почти.. пхах

Женщина облакатилась об стену и смотря на дуо продолжила:

— Ну.. если есть конечно мысли по лучше - предлагайте.",biokoff,1426329324101046323
"2025-10-12,15:49:01",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка уже предложила идею, отчего хмыкнула и промолчала, решая больше не вмешиваться.
|-----------------------------------------------------------------------------|",_kambot,1426703571948273694
"2025-10-12,18:50:11",samin__,#0,"— Сорналиэль Алэтос —

Алэтос просто стоял и молчал в предвкушении представления. Быть может он и мог создать одежду магией, однако не хотел тратить даже крупици силы на подобное. Если кто-то умрёт в процессе получения одежды, так тому и быть, это просто вновь подтвердит его высказывания о людях. Вероника уже подтвердила множество эпитетов, однако Мива... она иное дело... нужно будет проверить её, в более стресовых ситуациях",_kambot,1426703571948273694
"2025-10-14,19:11:08",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка так бы и стояла наблюдая за <@&1417618850572140726> , но её любопытство взяло вверх, учуяв некий сладенький арамат. Пока та думала как кого-то гопнуть, она незаметно стала красться по шашку назад и после незаметно вышла из переулка, идя по сладкому запаху. Её интересовала, что же люди в этом мире так вкусно припрятали...
|-----------------------------------------------------------------------------|",samin__,1426960151222423673
"2025-10-14,19:18:11",samin__,#0,"— Сорналиэль Алэтос —

Алэтос краем глаза увидел как девушка пыталась смыться и... у неё это вышло. Кажется <@&1417618850572140726> этого даже не заметила. От этой несобранности, мужчина недовольно фыркнул и обратился к девушке:

— Грабь, убивай, развлекайся в общем... а я займусь делом...

Сказав это, император гордо пошагал в след за <@&1413870499649290270> , думая что та почувствовала нечто интересное",biokoff,1427690200334860308
"2025-10-14,22:59:48",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка ведомая лишь запахом пришла к лавке с яблочными пирогами. И с интересом рассматривал пирог спросила продавца:
|-----------------------------------------------------------------------------|

—Что это?
-Это яблочный пирог мэм! Сделанный примером из яблок фермы моей семьи!
-ООО, а что такое ""пирог""
-Хаха, мэм, вы что-ли не ели ни разу? Это пшеница переделанная в муку, с сахаром и яйцами, что после запеченая в пирог.
-Ммм, звучит вкусно. Можно попробовать?
-Если бы я раздавала каждой миленькой дамочки по пирогу, я бы разорился! Мне нужно хоть что-то взамен. У вас есть монеты?
-Эм... Нет...
-Может есть у вашего спутника?
-Спутника...?

/И тут девушка озадаченно повернулась за спину, обнаруживая там <@&1410774078138093699> . Повисла неловкая пауза.
|-----------------------------------------------------------------------------|",samin__,1427691970737737799
"2025-10-14,23:16:50",samin__,#0,"— Сорналиэль Алэтос —

Проследовав за девушкой, император ожидал чего угодно. Скопления маны, портала или просто интересного зрелища, а тут... это? Просто еда? Разочарование из мыслей перенеслось на лицо Алэтоса, от чего он просто стоял, сложив руки в замок. После непродолжительного неловкого молчания мужчина стал громко, недовольно говорить:

— И ты ушла чтобы просто попробовать еду?! Я ожидал большего... зачем тебе это?",biokoff,1427747745627902014
"2025-10-15,00:24:23",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка чуть замялась, отведя голову в бок, говоря:
|-----------------------------------------------------------------------------|

—В мое время жизни подобного не существовало... И... Меня взяло любопытство...

|-----------------------------------------------------------------------------|",samin__,1427752030033805323
"2025-10-15,00:31:46",samin__,#0,"— Сорналиэль Алэтос —

Сорналиэлю не понравился ответ, от чего он взял девушку за подбородок и повернул её голову к себе и слегка к ней наклонясь сказал:

— Если мы не найдём выход, можешь начинать привыкать к здешним явствам...",biokoff,1427769029937856715
"2025-10-15,00:41:50",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка непонимающе уставилась на парня, а после кивнула НЕ вырываясь из его хватки и даже напротив, подтянувшись ближе к мужчине, становясь почти в притык к нему, отчего их отделяло лишь несколько сантиметров и та проговорила тому тихо и ласково, чтобы слышал лишь он:
|-----------------------------------------------------------------------------|

—Я и непротив изучить что-то новое, например вас сэр.

|-----------------------------------------------------------------------------|",samin__,1427770889612562513
"2025-10-15,00:57:59",samin__,#0,"— Сорналиэль Алэтос —

Услышав столь странные слова, Сорналиэль второй рукой взял девушку за руку, при этом отпуская подбородок и слегка закружив ту, как будто в старом танце приобнял за талию и подвёл к прилавку говоря:

— Чтож, хорошо, я исполню твоё желания

Затем в его руке появились монеты из чистого золота и положил на прилавок говоря:

— Надеюсь этого хватит?

После сказанного, не дожидаясь ответа, мужчина взял кусок яблочного пирога и поднёс его ко рту Мивы ехидно говоря:

— Приятного апетита",biokoff,1427773421034405979
"2025-10-15,01:39:02",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка неожидала подобной реакции. Она конечно и сама нарушила личные границы с мужчиной, но ожидала простое игнорирование а тут такое... Отчего она немного смутилась но не стала отрываться от хватки мужчины, думая, что это будет не вежливо. После чего она посмотрела на пирог, что ей великодушно протянули за золотые и аккуратно думала тот съесть как его начало пихать в него, отчего она чуть не подавилась, но все стала распробовать вкус, отчего на её лице появилось блаженство. Похоже ей ОЧЕНЬ нравилось.
|-----------------------------------------------------------------------------|",samin__,1427777485629689856
"2025-10-15,11:17:18",samin__,#0,"— Сорналиэль Алэтос —

Старик не понимал от чего ему приятно смотреть на эту картину. Возможно это из-за того что его попутчица была нечеловеком? Да и вроде она вполне могла его победить. Казалось звëзды сошлись, однако что-то здесь не так. Сорн испытал какое-то чувство, которое не испытывал несколько сотен лет. Его человеческий разум уже и забыл про это, но воспоминания смутными отрывками всплывали в глубине его сознания. Правда пока что он не мог их осознать. Подобная картина уже представала пред его взором, то чего его глаза сверкнули красным. После небольшой вспышки, мужчина достал из кармана платок и вытер рот <@&1413870499649290270> , что был слегка заляпан яблочным сиропом. После сделанного, Алэтос убрал платок обратно и ВПЕРВЫЕ за своë прибывание в других мирах спокойно и без повышенного тона спросил:

— И что теперь собираешься делать?",biokoff,1427787818658435162
"2025-10-15,15:34:18",biokoff,#0,"—Мива—
|-----------------------------------------------------------------------------|
Девушка как только доела пирог ласкового улыбнулась и все же выпуталась из захвата мужчины, чуть потянувшись приговаривая:
|-----------------------------------------------------------------------------|

—Лично мне было бы интересно походить по городу, изучить его. Но так как я проявила интерес и к твоей персоне, может ты расскажешь что-то о себе? Я может и весьма глупа из-за своих малых знаний, но могу быть хорошим слушателем.

|-----------------------------------------------------------------------------|",samin__,1427933343793811588
"2025-10-15,15:46:18",samin__,#0,"— Сорналиэль Алэтос —

Мужчина даже не пытался ухватить Миву. Казалось что это совершенно ничего для него не значило. Алэтос посмотрел на девушку, а после перевёл взгляд на продавца пирогов и спросил:

— Как вы поняли мы не местные, можете сказать что можно посмотреть в этом городе?",biokoff,1427998018707259494
"2025-10-15,15:53:56",biokoff,#0,"—Мива/Продавец—
|-----------------------------------------------------------------------------|
Девушка молча встала возле мужчины, смотря на продавца что добрейше улыбнулся паре, протягивая сдачу с золотых монет и говоря:
|-----------------------------------------------------------------------------|

—Я уже заметил по монетам, что вы не местные, но не хотел прерывать вашу милую беседу. Тут не далеко есть хороший ресторанчик, сама графская семья любила туда захаживать, думаю вам может там понравится. Вам нужно идти дальше по улице и завернуть налево, там и увидеть дорогой на вид ресторан. Но обещаю, там будет вкусно и мило для вашей частной ""беседы"".

|-----------------------------------------------------------------------------|",samin__,1428001036593008782
"2025-10-15,16:33:47",samin__,#0,"— Сорналиэль Алэтос —

Алэтос кивнул на слова мужчины принимая сдачу:

— Благодарю

После чего, Сорн повернулся и молча пошагал по улице. Зайдя в дряблое и убогое (по мнению императора) заведение он подошёл к свободному столику и отодвинул стул чтобы <@&1413870499649290270> на него села. Поймёт ли она этот жест?",biokoff,1428002958913700036
