Date,Username,User tag,Content,Mentions,Reply to
"2026-05-12,19:54:17",ktoia,#0,"|-----------------------------------------------------------------------------|

Ухмылка медленно расползалась шире, пока Ётун продолжал говорить. На ""Динд Румпа"" мужчина тихо хмыкнул - он услышал не оскорбление, а скорее... детскую выходку ||хотя сам не лучше||. Потом вдруг пригнулся и сделал шаг внутрь. Комната сразу стала меньше.  

— Ух ты. А язык то действительно есть. И даже зубы имеются...  

Он перевёл взгляд на вещи, которые Ётун вытаскивал из под кровати, затем обратно на него. Сделав ещё один шаг, поднял ручищу в перчатке и опустил её на голову парня, начиная медленно двигать ладонью вверх-вниз, продолжая лыбиться. Очевидно, ему было неудобно, но ему очень противилось, что парень огрызается, поэтому он решил его так припугнуть. Всё-таки как-то вредить ему фактически было не нужно.  

Продолжая водить ладонью по его голове, он добавил:  

— Не много чести? Пхах. Да и проливать кровь семейную без нормальной причины увы нельзя.  

Он убрал руку с головы и положил на плечо, начиная слегка надавливать:  

— А привезли тебя сюда потому, что кто-то из старейшин решил: ""О, а давайте дадим пацану шанс заняться чем-то полезным"". Всё-таки ты малявка Дракхельм, да грязный, но обязательства остаются!  

Он убрал руку и начал разворачиваться к выходу. Грейвар с радостью для себя покинул каморку и выпрямился.  

— **Мх, но это моё мнение**. Может, действительно изощрённо прибить хотят! Хм... Ладно. **Встал и пошёл за мной.** Какого чёрта от тебя хотят узнаешь в письме.

|-----------------------------------------------------------------------------|",samin__,1503718197340143700
"2026-05-12,20:48:45",biok_ymer,#0,"—Сив Сигурд Блэрс—
|-----------------------------------------------------------------------------|
Девушка не поняла его холодного отношения, все же такая великая как она, достойна только теплоты и любви, а не такого холода... Ну ничего, он ещё наверное не осознал, насколько она прекрасна! Поэтому девушка без лишних вопросов закончив себя расчёсывать спрятала свой атрибут в сумку, а после взялась и обвилась рукой за руку братика, говоря:
|-----------------------------------------------------------------------------|

—Братик, ну чего так холодно~. Ладно, больше так не буду, если тебе так уж не приятно. У меня много вопросов, но ни одного по работе! Например, где ты купил столь классную шубу, идущую к твоим прекрасным локонам~? Или отчего ты такой хмурый~? 

|-----------------------------------------------------------------------------|",ktoia,1503800178480648302
"2026-05-12,21:38:47",ktoia,#0,"|-----------------------------------------------------------------------------|

У парня приподнялась бровь. После вопроса про шубу он действительно удивился - это было заметно. Удовлетворённо хмыкнув, он развёл руками и прикрыв глаза, начал отвечать:  

— Пару месяцев назад был на землях Фуррста. Отличная пушнина. А главное - их ремесленники... мф... прелесть. Шуба с тех мест.... Ты не похожа на ту кто интересуется таким.

Он открыл глаза и чуть повернул голову в сторону Сив, не убирая руку из её захвата, но и не сжимая в ответ.  

— Кому нравится ехать вдаль ночью? Тем более последние недели погода очень не радует. 

Он сделал паузу, поглядывая на лестницу впереди. 

— На наших землях как дела идут?

|-----------------------------------------------------------------------------|",biok_ymer,1503816217968771323
"2026-05-12,22:07:43",samin__,#0,"— Ëтун Модерака Дракхельм —

Парень стал понемногу натягивать штаны, когда в комнате резко стало меньше воздуха, ведь тот был просто вытеснен дылдой, что запёрлась в будку. Когда парня начали тряпать по голове, тот думал демонстративно укусить напыщенную фигню, однако понял что зубки упомянутые ранее, в таком случае придётся пересчитывать, от чего стерпел, однако когда ему стали на прямую угрожать, тот отбил руку ладонью со своего плеча, начиная хмуриться

Застегнув ремень тот услышал причину, а после надевая первый сапог сказал:

— Из-за тебя, я теперь захотел побриться на лысо... тс... ладно, понял, письмо так письмо

/Начал застёгивать второй ботинок/
— Только вот ты то тут на кой? Как видишь я не в восторге от всего этого...

/Встав и потянувшись, тот сделал пару шагов к выходу/
— Но противиться старикам даже я не стану...",ktoia,1503802510270271670
"2026-05-12,22:08:55",biok_ymer,#0,"—Сив Сигурд Блэрс—
|-----------------------------------------------------------------------------|
Девушка воспользовались снисхождением брата продолжила ему лукаво улыбаться слушая его рассказы и ни в коем случае не перебивая, а после услышав вопрос удостоила его чести услышать свой ответ:
|-----------------------------------------------------------------------------|

—Ох, меня скорее интересует что вам идёт эта шуба, чем как она сделана. Однако подмечу, работу и вправду изысканная. Ага, вы тоже заметили, что погода отчего-то негадует! Словно духи предупреждают нас о чем-то грядущем... Однако не будем о грустном! На наших землях то? Все великолепно! Дерево сколько не руби не убывает, а наша добыча не так давно переводила за 5 тысяч бревён! Это весьма хорошие показатели для наших малоизвестных земель, отчего это гордость этого года. О и если вам интересно, многие изделия изготовленные у нас были оценены другими кланами, отчего возможно и торговля получит новый толчок. Можно сказать, сейчас у нас все прекрасно.

/И тут девушка в скольз решила уточнить:/
-Не думаю что пока кому-ту пустековому делу собрали бы вас и меня в одном месте, отчего делаю вывод, что дело требует особо внимания специалистов как вы, ведь так~?

|-----------------------------------------------------------------------------|",ktoia,1503828808216875038
"2026-05-12,23:13:51",ktoia,#0,"|-----------------------------------------------------------------------------|

Что ж... Ётун не в восторге.... Ётун все еще стоит. Малышь Ётун ещё не понял. Ну тогда хорошо. 

Лицо мужичины не изменилось после высказываний Ётуна. Ни тени злости, да и усмешка слегка сползла. Серые глаза стали вдруг холоднее, а на лбу чуть заметно обозначилась вена. Он не ответил - рубрика ""вопрос ответ"" закончилась даже толком не начавшись.

Вместо этого его рука метнулась вперёд с пугающей скоростью, схватив Ётуна за шиворот. Секунда и парня приподняли над полом, как нашкодившего котёнка. Грейвар перехватил его за запястье, другой рукой резко дёрнул, выкручивая руку и тут же отпустил ворот. Сила инерции сделала своё дело - Ётун отлетел в стену, ударившись спиной о грубое дерево. На этом Грейвар не закончил: он сделал пару шагов к парню и с размаху ударил того в живот носком тяжёлого сапога. Лишь бы рёбра не сломались! Благо Дракхельмы славились своими крепкими костями... правда?!

Сделав дело, мужик который только что отпинал ребёнка, отступил на шаг и произнёс:

— Да... Действительно кровь Дракхельмов. /пауза/ Хм... Наверное, беленький уже ждёт. Мм... ругаться кажется будет.

Он пригнулся.

— Эй малышь Ётун, живой?

|-----------------------------------------------------------------------------|",samin__,1503836089536876777
"2026-05-12,23:33:03",samin__,#0,"— Ëтун Модерака Дракхельм —

Ответ на повпрос ""зачем эта двухметровая горила тут"" был изчерпывающим. Ëтун не противился ""старикам"" однако явно выказывал протест ублюдку, от чего и поплатился, вывод - это уебан

Парень и не успел среагировать на то, как тот полетел в стену, оставляя свой ""отвечаток"" в стенах этого заведения, попутно получив под дых. Не ожидая ничего из этого, парень просто остался на полу, пытаясь привести дыхание в норму, глубоко дыша, никак не в силах привести дыхание в норму

Когда к нему наклонились, тот через силу ухмыльнулся и набрав крови в рот харкеул ею в переростка, приподнимая голову, попав в щëку. Удовлетворëнный этой маленькой победой, тот чернз силу процедил:

— Как тебе... кровь кхя... Дракхельмов?

После сказанного парень опустил голову, пытаясь просто не проволиться в забвения, попутно восстанавливая дыхание, что давалось не просто, ведь каждый вдох, отдавался болью в животе",ktoia,1503852733785182249
"2026-05-12,23:33:34",ktoia,#0,"|-----------------------------------------------------------------------------|

Эдос слушал ""сестру"" с неизменным выражением лёгкого скепсиса, хотя где-то в глубине глаз мелькнуло что-то похожее на удовлетворение. Он не перебивал, позволив ей выговориться и только когда речь зашла о дереве и брёвнах, чуть приподнял бровь - явно не ожидал таких подробностей.

— Пять тысяч брёвен? Для ваших земель это действительно... впечатляет. Возможно, вы и вправду заслуживаете большего внимания. Мх... В таком случае нужно будет поднять пару вопросов в столице.

Он чуть повернул голову, взглянув на Сив краем глаза.

— Ясной погоды уже давно не видать. Грустное - не грустное, но в голове держать надо. Если попасть под такую бурю не в том месте, удача не спасёт. Только навыки.

В этот момент откуда-то снизу донёсся глухой, тяжёлый стук - будто что-то тяжёлое ударилось о дерево, а следом раздался приглушенный голос. Эдос мгновенно напрягся, дёрнул руку, высвобождаясь из захвата Сив и не сказав ни слова, резко ускорил шаг, почти переходя на быструю походку.

— **Кажется, нас уже заждались.**

Спускаясь по лестнице, они бы завернули правее, направляясь прямиком в общий зал гостевого дома. Пустой зал гостевого дома... М... Опередили?

|-----------------------------------------------------------------------------|",biok_ymer,1503836390272798771
"2026-05-12,23:49:15",biok_ymer,#0,"—Сив Сигурд Блэрс—
|-----------------------------------------------------------------------------|
Великолепный шаман мог поддержать любую беседу, однако когда беседа зашла про погоду и насколько он любит деревню той стало даже немного душно от этих нудных речей, однако внешне она продолжала улыбаться, делая вид, что ей ну ОЧЕНЬ интересно слушать. И как только парень дернулся в бег, та немного изобразив удивление пошла спокойным шагом следом и чуть погодя догнав того, девушка осмтрелась, говоря с непониманием:
|-----------------------------------------------------------------------------|

—Тот кто ждал, видно проводился сквозь пол! Какая жалость, видно он специально решил задержать твое дорогое внимание, вместе с моим. Ну что, по комнатам?

/Сказав это, девушка улыбнувшись хотела была развернуться на лестницу, однако её остановил сверлящие взгляд, отчего она обернувшись спросила:/
-Хочешь со мной~?

|-----------------------------------------------------------------------------|",ktoia,1503857692798746785
"2026-05-13,00:24:42",ktoia,#0,"|-----------------------------------------------------------------------------|

Сучёныш.

Грейвар замер на секунду, когда тёплый, липкий плевок попала ему на щеку. Он медленно вытер лицо тыльной стороной ладони, взглянул на кровавые разводы, а потом перевёл взгляд на Ётуна, который с трудом пытался дышать. Ухмыльнувшись дерзости, он ничего лучше не придумал, как снова с кулака зарядить парню под дых - чтобы тот ЕЩЁ ДОЛЬШЕ пытался привести дыхание в норму. Затем он схватил задыхающуюся тушку за шиворот, взял под подмышку, вздохнул полной грудью и зашагал по коридору: прямо, затем направо, потом ещё раз направо. Направление было одно - большая гостевая, где уже находились два человека: какая-то шаманка <@&1503427258998853804>  и мужчина в белом. Подойдя к порогу зала, гигант остановился, взглянув на мужчину в белом....

|-----------------------------------------------------------------------------|

||Ура соединение!!||

Перед <@&1503427258998853804> , которая как раз направлялась к тому же коридору, ведущему к лестнице, возник двухметровый гигант с гномом <@&1503426398780395520>  подмышкой. Громила посмотрел на неё, но тут же перевёл взгляд на Эдоса. Эдос посмотрел на него. Паузу первым нарушил громила:

— Хах... **Эди**, я смотрю, у тебя всё идёт по плану! А вот моя девочка совсем не слушалась...

Эдос только открыл рот, чтобы начать нравоучать Сив, как в ту же минуту прибыл коллега с ГРУЗОМ. Он недовольно прикрыл глаза пальцами, сделал глубокий вдох, а затем опустив руки указал на Ётуна пальцем:

— Грейвар... Ты... ИДИОТ?! Почему? Господи... Он ходить-то хоть может?!

Громила и бровью не повёл на оскорбление. Он лишь посмотрел на парня под подмышкой, перехватил его второй рукой, резко подкинул вперёд, чтобы тот оказался на полу, а затем снял перчатку, тыльная сторона которой была в крови, и бросил её следом в Ётуна. 

— Да ладно тебе, я старался быть деликатным, а эта мелочь... Пф... / Его глаза переметнулись на <@&1503427258998853804> и тот обратился к ней: / Проверька ребра ""королевы"", которая так долго собирает свои манатки.

Закончив пока что на этом, мужик стал медленно подходить к недовольному Эдосу. Когда они сблизились, те заговорили о чём-то своём - если прислушаться, можно было вполне отчётливо услышать как Грейвару объясняют, где он не прав и как он всё отрицает.

|-----------------------------------------------------------------------------|

||Пару постов между собой, после я вас прерву. Кто первый сами решайте.||",samin__,1503857563337490632
